"customer_id","churn_probability","tenure_in_months","monthly_charge","contract","internet_type","online_security","premium_tech_support"
"1370-GGAWX",0.706666666666667,20,24.45,"Month-to-Month","DSL","No","No"
"1371-DWPAZ",0.95,1,85.45,"Month-to-Month","Fiber Optic","No","No"
"1371-OJCEK",0.93,20,94.1,"Month-to-Month","Fiber Optic","No","No"
"1371-WEPDS",0.646666666666667,20,19.4,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1373-ORVIZ",0.926666666666667,2,89.5,"Month-to-Month","Fiber Optic","No","No"
"1374-DMZUI",0.976666666666667,2,95.1,"Month-to-Month","Fiber Optic","No","Yes"
"1376-HHBDV",0.826666666666667,27,36.5,"Month-to-Month","DSL","No","No"
"1379-FRVEB",0.913333333333333,4,24.25,"Month-to-Month","Cable","No","No"
"1383-EZRWL",0.91,49,96.2,"Month-to-Month","Fiber Optic","No","No"
"1384-RCUXW",0.813333333333333,5,39.5,"Month-to-Month","DSL","No","No"
"1385-TQOZW",0.843333333333333,1,60.15,"Month-to-Month","Cable","No","No"
"1386-ZIKUV",0.883333333333333,5,83.6,"Month-to-Month","Fiber Optic","No","No"
"1389-CXMLU",0.726666666666667,1,45.4,"Month-to-Month","Cable","No","No"
"1389-WNUIB",0.85,1,-5,"Month-to-Month","DSL","No","No"
"1391-UBDAR",0.623333333333333,9,54.55,"Month-to-Month","DSL","Yes","No"
"1393-IMKZG",0.94,2,79.85,"Month-to-Month","Fiber Optic","No","Yes"
"1394-SUIUH",0.916666666666667,4,80.85,"Month-to-Month","Fiber Optic","No","No"
"1395-OFUWC",0.93,10,92.5,"Month-to-Month","Fiber Optic","No","Yes"
"1395-WSWXR",0.68,29,68.85,"Month-to-Month","DSL","Yes","No"
"1396-QWFBJ",0.916666666666667,1,-8,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1397-XKKWR",0.896666666666667,1,90.6,"Month-to-Month","Fiber Optic","No","No"
"1399-OUPJN",0.933333333333333,2,70.35,"Month-to-Month","Fiber Optic","No","No"
"1399-UBQIU",0.91,33,83.85,"Month-to-Month","Fiber Optic","No","No"
"1400-MMYXY",0.74,19,100.95,"One Year","Fiber Optic","No","Yes"
"1400-WIVLL",0.763333333333333,2,69.8,"Month-to-Month","Fiber Optic","No","No"
"1401-FTHFQ",0.966666666666667,1,75.45,"Month-to-Month","Fiber Optic","No","No"
"1402-PTHGN",0.89,3,76.95,"Month-to-Month","Fiber Optic","No","No"
"1403-GYAFU",0.71,1,31.35,"Month-to-Month","DSL","No","No"
"1403-LKLIK",0.98,6,84.2,"Month-to-Month","Fiber Optic","No","No"
"1406-PUQVY",0.933333333333333,1,69.9,"Month-to-Month","Fiber Optic","No","No"
"1407-DIGZV",0.85,19,99.95,"Month-to-Month","Fiber Optic","No","No"
"1409-PHXTF",0.956666666666667,1,69.4,"Month-to-Month","Fiber Optic","No","No"
"1410-RSCMR",0.926666666666667,50,95.05,"Month-to-Month","Fiber Optic","No","No"
"1414-YADCW",0.866666666666667,13,84.6,"Month-to-Month","Fiber Optic","No","No"
"1415-YFWLT",0.816666666666667,13,75,"Month-to-Month","Fiber Optic","No","No"
"1421-HCERK",0.946666666666667,15,74.2,"Month-to-Month","Fiber Optic","No","No"
"1422-DGUBX",0.763333333333333,1,56.25,"Month-to-Month","DSL","No","No"
"1423-BMPBQ",0.866666666666667,18,85.45,"Month-to-Month","Fiber Optic","No","Yes"
"1427-VERSM",0.81,1,79.35,"Month-to-Month","Fiber Optic","No","No"
"1428-GTBJJ",0.66,19,89.65,"Month-to-Month","Fiber Optic","No","No"
"1428-IEDPR",0.78,10,104.4,"Month-to-Month","Fiber Optic","Yes","No"
"1429-UYJSV",0.643333333333333,9,76.25,"Month-to-Month","Fiber Optic","No","No"
"1430-SFQSA",0.873333333333333,7,70.1,"Month-to-Month","Fiber Optic","No","No"
"1431-AIDJQ",0.88,1,70.6,"Month-to-Month","Fiber Optic","No","No"
"1431-CYWMH",0.716666666666667,4,61.45,"Month-to-Month","DSL","No","Yes"
"1432-FPAXX",0.916666666666667,8,83.55,"Month-to-Month","Cable","No","No"
"1436-ZMJAN",0.79,18,94.7,"Month-to-Month","Fiber Optic","No","No"
"1439-LCGVL",0.89,5,74.35,"Month-to-Month","Fiber Optic","No","No"
"1442-BQPVU",0.793333333333333,32,96.15,"Month-to-Month","Fiber Optic","No","No"
"1442-OKRJE",0.98,1,79.05,"Month-to-Month","Fiber Optic","No","No"
"1444-VVSGW",0.83,10,70.3,"Month-to-Month","Fiber Optic","No","No"
"1447-GIQMR",0.87,44,96.1,"Month-to-Month","Fiber Optic","No","No"
"1447-PJGGA",0.733333333333333,16,86.25,"Month-to-Month","Fiber Optic","No","No"
"1448-CYWKC",0.83,26,80.5,"Month-to-Month","Fiber Optic","No","Yes"
"1448-PWKYE",0.7,9,80.8,"Month-to-Month","Fiber Optic","No","No"
"1449-XQEMT",0.8,26,89.15,"Month-to-Month","Fiber Optic","No","No"
"1450-GALXR",0.98,5,83.15,"Month-to-Month","Fiber Optic","No","No"
"1450-SKCVI",0.843333333333333,20,70.45,"Month-to-Month","Fiber Optic","No","No"
"1452-KIOVK",0.95,32,74.4,"Month-to-Month","Fiber Optic","No","No"
"1452-UZOSF",0.95,3,100.95,"Month-to-Month","Cable","No","No"
"1452-VOQCH",0.866666666666667,37,101.1,"Month-to-Month","Fiber Optic","No","No"
"1452-XRSJV",0.92,1,25.1,"Month-to-Month","Cable","No","No"
"1453-RZFON",0.896666666666667,30,90.25,"Month-to-Month","Fiber Optic","No","No"
"1455-ESIQH",0.62,72,54.2,"Two Year","Cable","No","No"
"1455-HFBXA",0.623333333333333,24,54.15,"Month-to-Month","DSL","No","No"
"1455-UGQVH",0.856666666666667,5,69.7,"Month-to-Month","Fiber Optic","No","No"
"1456-TWCGB",0.976666666666667,5,84.85,"Month-to-Month","Fiber Optic","No","No"
"1459-QNFQT",0.916666666666667,1,-7,"Month-to-Month","Fiber Optic","No","No"
"1460-UZPRJ",0.88,16,88.45,"Month-to-Month","Fiber Optic","No","No"
"1465-LNTLJ",0.796666666666667,66,102.45,"One Year","Fiber Optic","No","No"
"1465-VINDH",0.9,6,94.5,"Month-to-Month","Fiber Optic","No","No"
"1465-WCZVT",0.98,4,97.95,"Month-to-Month","Fiber Optic","No","No"
"1468-DEFNC",0.896666666666667,3,79.25,"Month-to-Month","Fiber Optic","No","No"
"1469-LBJQJ",0.87,16,84.95,"Month-to-Month","Fiber Optic","No","No"
"1470-PSXNM",0.833333333333333,1,45.85,"Month-to-Month","DSL","No","No"
"1471-GIQKQ",0.88,1,45.65,"Month-to-Month","Cable","No","No"
"1472-TNCWL",0.943333333333333,1,71.55,"Month-to-Month","Fiber Optic","No","No"
"1474-JUWSM",0.923333333333333,1,19.65,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1475-VWVDO",0.693333333333333,9,24.1,"One Year","DSL","No","No"
"1478-VPOAD",0.963333333333333,3,79.9,"Month-to-Month","Fiber Optic","No","No"
"1480-BKXGA",0.853333333333333,2,69.75,"Month-to-Month","Fiber Optic","No","No"
"1480-IVEVR",0.693333333333333,3,70.3,"Month-to-Month","Fiber Optic","No","No"
"1481-ZUWZA",0.796666666666667,49,84.5,"Month-to-Month","Fiber Optic","No","No"
"1482-OXZSY",0.72,12,78.3,"Month-to-Month","Fiber Optic","Yes","No"
"1485-YDHMM",0.796666666666667,43,108.15,"Month-to-Month","Fiber Optic","Yes","Yes"
"1488-PBLJN",0.91,3,80.1,"Month-to-Month","Fiber Optic","No","Yes"
"1488-SYSFC",0.72,25,58.6,"Month-to-Month","DSL","Yes","No"
"1492-KGETH",0.956666666666667,9,99.45,"Month-to-Month","Fiber Optic","No","No"
"1492-QGCLU",0.813333333333333,2,73.25,"Month-to-Month","Fiber Optic","No","No"
"1493-AMTIE",0.82,15,69,"Month-to-Month","Fiber Optic","No","No"
"1494-EJZDW",0.976666666666667,1,85,"Month-to-Month","Fiber Optic","No","No"
"1496-GGSUK",0.833333333333333,5,28.45,"Month-to-Month","DSL","No","No"
"1498-DQNRX",0.8,18,35,"Month-to-Month","DSL","No","No"
"1498-NHTLT",0.673333333333333,1,62.8,"Month-to-Month","Cable","No","No"
"1501-SGHBW",0.74,60,94.4,"One Year","Cable","No","No"
"1502-XFCVR",0.88,2,-5,"Month-to-Month","Fiber Optic","No","No"
"1506-YJTYT",0.823333333333333,22,90.5,"Month-to-Month","Fiber Optic","No","Yes"
"1508-DFXCU",0.773333333333333,33,73.9,"One Year","DSL","No","Yes"
"1513-XNPPH",0.823333333333333,22,79.35,"Month-to-Month","Fiber Optic","No","No"
"1518-OMDIK",0.79,31,79.45,"One Year","DSL","No","Yes"
"1518-VOWAV",0.863333333333333,3,49.9,"Month-to-Month","Cable","No","No"
"1522-VVDMG",0.713333333333333,29,78.9,"Month-to-Month","Fiber Optic","No","No"
"1525-LNLOJ",0.843333333333333,53,54.45,"Month-to-Month","DSL","No","No"
"1527-SXDPN",0.846666666666667,1,29.95,"Month-to-Month","DSL","No","No"
"1530-ZTDOZ",0.906666666666667,20,90.2,"Month-to-Month","Fiber Optic","No","No"
"1534-OULXE",0.893333333333333,8,100.85,"Month-to-Month","Fiber Optic","No","No"
"1535-VTJOQ",0.93,11,95.15,"Month-to-Month","Fiber Optic","No","No"
"1536-HBSWP",0.926666666666667,11,80.5,"Month-to-Month","Fiber Optic","No","No"
"1536-YHDOE",0.703333333333333,10,72.15,"Month-to-Month","DSL","No","No"
"1539-LNKHM",0.913333333333333,3,40.15,"Month-to-Month","DSL","No","No"
"1541-ETJZO",0.656666666666667,44,88.4,"One Year","Cable","No","No"
"1543-LLLFT",0.626666666666667,35,86.45,"Month-to-Month","Fiber Optic","No","No"
"1544-JJMYL",0.64,1,95.6,"Month-to-Month","Fiber Optic","Yes","No"
"1545-ACTAS",0.716666666666667,1,74.9,"Month-to-Month","Fiber Optic","No","No"
"1545-JFUML",0.863333333333333,1,24.8,"Month-to-Month","Cable","No","No"
"1548-ARAGG",0.97,1,78.8,"Month-to-Month","Fiber Optic","No","No"
"1548-FEHVL",0.923333333333333,4,77.85,"Month-to-Month","Fiber Optic","No","No"
"1550-EENBN",0.846666666666667,10,70.1,"Month-to-Month","Fiber Optic","No","No"
"1550-LOAHA",0.726666666666667,49,107.95,"Two Year","Fiber Optic","No","Yes"
"1552-AAGRX",0.813333333333333,1,73.6,"Month-to-Month","Fiber Optic","Yes","No"
"1552-CZCLL",0.85,34,97.65,"Month-to-Month","Fiber Optic","No","No"
"1552-TKMXS",0.82,48,107.4,"Month-to-Month","Fiber Optic","No","No"
"1555-DJEQW",0.853333333333333,43,55.55,"Month-to-Month","DSL","No","No"
"1555-HAPSU",0.883333333333333,25,102.8,"Month-to-Month","Fiber Optic","Yes","No"
"1557-EMYVT",0.756666666666667,17,89.4,"Month-to-Month","Fiber Optic","Yes","No"
"1559-DTODC",0.846666666666667,1,68.5,"Month-to-Month","Fiber Optic","No","No"
"1561-BWHIN",0.86,5,85.4,"Month-to-Month","Fiber Optic","No","Yes"
"1563-IWQEX",0.853333333333333,5,82.75,"Month-to-Month","Fiber Optic","No","Yes"
"1564-HJUVY",0.906666666666667,7,79.7,"Month-to-Month","Fiber Optic","No","No"
"1564-NTYXF",0.803333333333333,45,87.25,"Month-to-Month","Cable","No","Yes"
"1565-RHDJD",0.983333333333333,1,69.35,"Month-to-Month","Fiber Optic","No","No"
"1567-DSCIC",0.973333333333333,1,80.8,"Month-to-Month","Fiber Optic","No","No"
"1568-BEKZM",0.793333333333333,5,80.7,"Month-to-Month","Fiber Optic","Yes","No"
"1568-LJSZU",0.923333333333333,2,86,"Month-to-Month","Fiber Optic","No","No"
"1569-TTNYJ",0.96,3,105,"Month-to-Month","Fiber Optic","No","No"
"1571-SAVHK",0.88,7,94.7,"Month-to-Month","Fiber Optic","Yes","No"
"1573-LGXBA",0.986666666666667,1,69.6,"Month-to-Month","Fiber Optic","No","No"
"1574-DYCWE",0.986666666666667,1,73.55,"Month-to-Month","Fiber Optic","No","No"
"1575-KRZZE",0.793333333333333,38,105,"Month-to-Month","Fiber Optic","No","Yes"
"1576-PFZIW",0.99,1,93.3,"Month-to-Month","Fiber Optic","No","No"
"1577-HKTFG",0.63,33,79,"Month-to-Month","Fiber Optic","No","No"
"1579-KLYDT",0.86,9,29.95,"Month-to-Month","DSL","No","No"
"1580-BMCMR",0.976666666666667,30,99.7,"Month-to-Month","Fiber Optic","No","No"
"1582-RAFML",0.606666666666667,1,-7,"Month-to-Month","Fiber Optic","No","No"
"1583-IHQZE",0.633333333333333,1,19.1,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1585-MQSSU",0.706666666666667,16,49.95,"Month-to-Month","DSL","No","Yes"
"1587-FKLZB",0.87,50,88.05,"Month-to-Month","Fiber Optic","No","No"
"1589-AGTLK",0.913333333333333,1,44.45,"Month-to-Month","Cable","No","No"
"1591-MQJTP",0.963333333333333,25,88.95,"Month-to-Month","Fiber Optic","No","No"
"1591-NFNLQ",0.78,34,73.95,"Month-to-Month","Fiber Optic","No","No"
"1591-XWLGB",0.883333333333333,14,100.55,"Month-to-Month","Fiber Optic","No","No"
"1596-BBVTG",0.906666666666667,1,19.7,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1596-OQSPS",0.933333333333333,1,79.55,"Month-to-Month","Fiber Optic","No","No"
"1597-FZREH",0.84,1,55.7,"Month-to-Month","Cable","No","No"
"1597-LHYNC",0.79,5,49.2,"Month-to-Month","DSL","No","Yes"
"1599-EAHXY",0.71,30,85.35,"One Year","Cable","Yes","Yes"
"1599-MMYRQ",0.776666666666667,34,70,"Month-to-Month","Fiber Optic","No","No"
"1600-DILPE",0.696666666666667,62,103.75,"One Year","Fiber Optic","No","No"
"1602-IJQQE",0.63,53,103.85,"Month-to-Month","Fiber Optic","No","No"
"1608-GMEWB",0.85,1,70.3,"Month-to-Month","Fiber Optic","No","No"
"1612-EOHDH",0.85,42,104.75,"Month-to-Month","Fiber Optic","No","No"
"1614-JBEBI",0.773333333333333,56,111.95,"One Year","Fiber Optic","No","Yes"
"1618-CFHME",0.686666666666667,43,104.6,"Two Year","Fiber Optic","No","No"
"1619-YWUBB",0.946666666666667,3,74.4,"Month-to-Month","Fiber Optic","No","No"
"1621-YNCJH",0.893333333333333,20,98.55,"Month-to-Month","Fiber Optic","No","No"
"1622-HSHSF",0.746666666666667,47,85.5,"Month-to-Month","Fiber Optic","Yes","No"
"1623-NLDOT",0.946666666666667,11,102,"Month-to-Month","Fiber Optic","No","No"
"1624-NALOJ",0.74,1,50.55,"Month-to-Month","DSL","No","No"
"1624-WOIWJ",0.846666666666667,5,78.95,"Month-to-Month","Fiber Optic","No","No"
"1625-JAIIY",0.71,14,91.65,"Month-to-Month","Fiber Optic","No","Yes"
"1626-ERCMM",0.943333333333333,1,43.3,"Month-to-Month","DSL","No","No"
"1627-AFWVJ",0.866666666666667,7,74.9,"Month-to-Month","Fiber Optic","No","No"
"1628-BIZYP",0.713333333333333,36,87.55,"Month-to-Month","Fiber Optic","No","Yes"
"1629-DQQVB",0.92,26,91.25,"Month-to-Month","Fiber Optic","No","No"
"1635-FJFCC",0.78,1,21,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1635-HDGFT",0.756666666666667,3,19.85,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1635-NZATJ",0.75,53,106.95,"One Year","Fiber Optic","Yes","No"
"1636-NTNCO",0.706666666666667,70,98.3,"Two Year","Fiber Optic","No","No"
"1640-PLFMP",0.956666666666667,68,89.6,"Month-to-Month","Fiber Optic","No","No"
"1641-BYBTK",0.87,13,96.65,"Month-to-Month","Fiber Optic","Yes","No"
"1641-RQDAY",0.74,23,75.6,"Month-to-Month","Fiber Optic","No","No"
"1642-HMARX",0.763333333333333,13,23.9,"Month-to-Month","DSL","No","No"
"1644-IRKSF",0.666666666666667,26,60.05,"Month-to-Month","DSL","No","Yes"
"1656-DRSMG",0.73,19,100,"One Year","Fiber Optic","No","Yes"
"1657-DYMBM",0.67,2,74.9,"Month-to-Month","Fiber Optic","No","No"
"1658-BYGOY",0.91,1,95.65,"Month-to-Month","Fiber Optic","No","No"
"1658-TJVOA",0.616666666666667,11,20.1,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1658-XUHBX",0.97,7,99.25,"Month-to-Month","Fiber Optic","No","No"
"1660-HSOOQ",0.916666666666667,18,78.55,"Month-to-Month","Fiber Optic","No","No"
"1661-CZBAU",0.943333333333333,1,84.8,"Month-to-Month","Fiber Optic","No","Yes"
"1663-MHLHE",0.896666666666667,4,91.65,"Month-to-Month","Fiber Optic","No","No"
"1666-JXLKU",0.796666666666667,24,104.25,"Month-to-Month","Fiber Optic","No","No"
"1666-JZPZT",0.98,1,75.75,"Month-to-Month","Fiber Optic","No","No"
"1670-SVOWZ",0.916666666666667,37,96.55,"Month-to-Month","Fiber Optic","No","No"
"1676-MQAOA",0.766666666666667,1,50.65,"Month-to-Month","DSL","No","No"
"1678-FYZOW",0.91,15,74.9,"Month-to-Month","Fiber Optic","No","No"
"1679-JRFBR",0.71,36,99.15,"Month-to-Month","Fiber Optic","No","No"
"1680-VDCWW",0.903333333333333,1,76.35,"Month-to-Month","Cable","No","No"
"1682-VCOIO",0.743333333333333,4,51.75,"Month-to-Month","DSL","No","No"
"1684-FLBGS",0.883333333333333,20,71.3,"Month-to-Month","Fiber Optic","No","No"
"1685-BQULA",0.803333333333333,5,80,"Month-to-Month","Fiber Optic","No","No"
"1685-VAYJF",0.66,25,89.05,"One Year","Fiber Optic","Yes","No"
"1686-STUHN",0.756666666666667,1,42.9,"Month-to-Month","Cable","No","No"
"1689-MRZQR",0.866666666666667,1,76,"Month-to-Month","Fiber Optic","No","No"
"1689-YQBYY",0.97,46,80.4,"Month-to-Month","Fiber Optic","No","No"
"1696-HXOWK",0.88,8,87.05,"Month-to-Month","Fiber Optic","No","No"
"1696-MZVAU",0.81,1,44.4,"Month-to-Month","DSL","No","No"
"1697-BCSHV",0.82,1,20.85,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1697-LYYYX",0.79,39,86.3,"Month-to-Month","Fiber Optic","No","No"
"1697-NVVGY",0.903333333333333,54,79.5,"Month-to-Month","Fiber Optic","No","No"
"1698-XFZCI",0.656666666666667,65,108.65,"Two Year","Fiber Optic","Yes","Yes"
"1699-HPSBG",0.883333333333333,2,68.95,"Month-to-Month","Fiber Optic","No","No"
"1699-TLDLZ",0.996666666666667,1,74.9,"Month-to-Month","Fiber Optic","No","No"
"1699-UOTXU",0.806666666666667,20,61.6,"Month-to-Month","DSL","No","No"
"1702-CCFNJ",0.89,6,84.4,"Month-to-Month","Fiber Optic","No","No"
"1703-MGIAB",0.696666666666667,29,25.1,"Month-to-Month","Cable","No","No"
"1704-NRWYE",0.98,2,93.85,"Month-to-Month","Fiber Optic","No","No"
"1705-GUHPV",0.973333333333333,35,99.05,"Month-to-Month","Fiber Optic","No","No"
"1707-HABPF",0.876666666666667,17,100.45,"Month-to-Month","Cable","No","No"
"1708-PBBOA",0.84,1,45.95,"Month-to-Month","DSL","No","No"
"1709-EJDOX",0.67,3,55.8,"Month-to-Month","Cable","No","Yes"
"1710-RCXUS",0.723333333333333,54,105.4,"One Year","Fiber Optic","Yes","Yes"
"1716-LSAMB",0.95,53,101.9,"Month-to-Month","Fiber Optic","No","No"
"1722-LDZJS",0.97,1,45.3,"Month-to-Month","Cable","No","No"
"1723-HKXJQ",0.743333333333333,65,106.25,"One Year","Fiber Optic","No","No"
"1724-BQUHA",0.936666666666667,3,79.4,"Month-to-Month","Fiber Optic","No","No"
"1724-IQWNM",0.81,24,98.75,"Month-to-Month","Fiber Optic","No","No"
"1725-IQNIY",0.63,15,25.4,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1725-MIMXW",0.75,33,68.25,"Month-to-Month","Fiber Optic","No","No"
"1728-BQDMA",0.846666666666667,1,84.5,"Month-to-Month","Fiber Optic","No","No"
"1728-CXQBE",0.72,61,104.4,"One Year","Fiber Optic","No","No"
"1729-VLAZJ",0.963333333333333,8,75.75,"Month-to-Month","Fiber Optic","No","No"
"1730-VFMWO",0.816666666666667,25,79.85,"Month-to-Month","Fiber Optic","Yes","No"
"1730-ZMAME",0.98,37,85.7,"Month-to-Month","Fiber Optic","No","No"
"1731-TVIUK",0.883333333333333,43,103,"Month-to-Month","Fiber Optic","No","No"
"1732-FEKLD",0.683333333333333,1,69.95,"Month-to-Month","Fiber Optic","No","No"
"1732-VHUBQ",0.976666666666667,13,90.5,"Month-to-Month","Fiber Optic","No","No"
"1734-ZMNTZ",0.936666666666667,1,74.5,"Month-to-Month","Fiber Optic","No","No"
"1735-XMJVH",0.93,2,79,"Month-to-Month","Fiber Optic","No","No"
"1740-CSDJP",0.973333333333333,1,69.25,"Month-to-Month","Cable","No","No"
"1741-WTPON",0.89,10,94.9,"Month-to-Month","Fiber Optic","No","No"
"1744-JHKYS",0.966666666666667,1,100.8,"Month-to-Month","Fiber Optic","No","No"
"1746-TGTWV",0.89,2,94.2,"Month-to-Month","Fiber Optic","No","Yes"
"1750-CSKKM",0.946666666666667,4,88.45,"Month-to-Month","Fiber Optic","No","No"
"1751-NCDLI",0.826666666666667,8,101.35,"Month-to-Month","Fiber Optic","No","No"
"1752-OZXFY",0.66,2,74.85,"Month-to-Month","Fiber Optic","No","No"
"1754-GKYPY",0.886666666666667,9,48.75,"Month-to-Month","DSL","No","No"
"1755-FZQEC",0.94,18,99.75,"Month-to-Month","Fiber Optic","No","Yes"
"1755-RMCXH",0.74,1,25.3,"Month-to-Month","Cable","No","No"
"1757-TCATG",0.956666666666667,47,85.2,"Month-to-Month","Fiber Optic","No","No"
"1760-CAZHT",0.736666666666667,10,85.6,"Month-to-Month","Cable","No","No"
"1761-AEZZR",0.863333333333333,1,50.45,"Month-to-Month","DSL","No","No"
"1763-KUAAW",0.653333333333333,46,54.35,"Two Year","DSL","No","Yes"
"1763-WQFUK",0.966666666666667,1,69.65,"Month-to-Month","Fiber Optic","No","No"
"1764-VUUMT",0.72,22,-2,"Month-to-Month","Fiber Optic","No","Yes"
"1766-GKNMI",0.976666666666667,3,41.15,"Month-to-Month","DSL","No","No"
"1767-CJKBA",0.936666666666667,1,90.55,"Month-to-Month","Fiber Optic","No","No"
"1767-TGTKO",0.833333333333333,41,113.2,"Month-to-Month","Fiber Optic","Yes","No"
"1768-HNVGJ",0.983333333333333,1,90.55,"Month-to-Month","Fiber Optic","No","No"
"1768-ZAIFU",0.923333333333333,4,98.1,"Month-to-Month","Fiber Optic","No","Yes"
"1769-GRUIK",0.796666666666667,2,82,"Month-to-Month","Fiber Optic","No","No"
"1771-OADNZ",0.89,11,90.15,"Month-to-Month","Cable","No","Yes"
"1775-KWJKQ",0.893333333333333,5,90.8,"Month-to-Month","Fiber Optic","No","No"
"1776-SPBWV",0.896666666666667,4,74.65,"Month-to-Month","Fiber Optic","No","No"
"1777-JYQPJ",0.666666666666667,1,45.75,"Month-to-Month","DSL","No","No"
"1779-PWPMG",0.613333333333333,64,70.2,"Two Year","DSL","Yes","Yes"
"1784-BXEFA",0.746666666666667,2,47.8,"Month-to-Month","DSL","Yes","No"
"1784-EZDKJ",0.783333333333333,3,70.3,"Month-to-Month","Fiber Optic","No","No"
"1785-BPHTP",0.896666666666667,3,35.15,"Month-to-Month","Cable","No","No"
"1790-NESIO",0.79,9,89.45,"Month-to-Month","Fiber Optic","No","No"
"1791-PQHBB",0.94,17,81.5,"Month-to-Month","Fiber Optic","No","No"
"1792-UXAFY",0.696666666666667,3,94.9,"Month-to-Month","Fiber Optic","No","No"
"1794-HBQTJ",0.95,1,71,"Month-to-Month","Fiber Optic","No","No"
"1794-SWWKL",0.803333333333333,7,75.45,"Month-to-Month","Fiber Optic","No","No"
"1796-JANOW",0.66,1,20.9,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1803-BGNBD",0.95,12,99.45,"Month-to-Month","Fiber Optic","No","No"
"1809-DMJHQ",0.806666666666667,15,64.65,"Month-to-Month","DSL","Yes","No"
"1810-BOHSY",0.846666666666667,13,48.75,"Month-to-Month","DSL","No","No"
"1810-MVMAI",0.896666666666667,7,89.35,"Month-to-Month","Fiber Optic","No","No"
"1813-JLKWR",0.803333333333333,50,95.7,"Month-to-Month","Fiber Optic","No","No"
"1813-JYWTO",0.676666666666667,49,90.85,"Month-to-Month","Fiber Optic","No","No"
"1814-DKOLC",0.706666666666667,43,100,"One Year","Fiber Optic","No","Yes"
"1814-WFGVS",0.67,4,85.65,"Month-to-Month","Fiber Optic","No","No"
"1816-FLZDK",0.993333333333333,1,79.15,"Month-to-Month","Fiber Optic","No","No"
"1818-ESQMW",0.876666666666667,8,80.65,"Month-to-Month","Fiber Optic","No","No"
"1820-DJFPH",0.97,16,74.3,"Month-to-Month","Fiber Optic","No","No"
"1820-TQVEV",0.963333333333333,1,84.65,"Month-to-Month","Fiber Optic","No","No"
"1821-BUCWY",0.81,9,45.4,"Month-to-Month","Cable","No","No"
"1830-GGFNM",0.75,19,73.2,"Month-to-Month","Fiber Optic","Yes","No"
"1830-IPXVJ",0.936666666666667,12,96.05,"Month-to-Month","Cable","No","No"
"1832-PEUTS",0.753333333333333,38,84.25,"Month-to-Month","Fiber Optic","No","Yes"
"1833-TCXKK",0.886666666666667,24,76.1,"Month-to-Month","Fiber Optic","No","No"
"1833-VGRUM",0.736666666666667,2,69.65,"Month-to-Month","Fiber Optic","No","No"
"1834-ABKHQ",0.633333333333333,36,65.4,"One Year","Cable","No","Yes"
"1834-WULEG",0.81,42,95.25,"Month-to-Month","Fiber Optic","No","No"
"1837-YQUCE",0.94,5,96.25,"Month-to-Month","Fiber Optic","No","No"
"1839-FBNFR",0.636666666666667,63,100.55,"Month-to-Month","Fiber Optic","Yes","No"
"1839-UMACK",0.623333333333333,1,-10,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1840-BIUOG",0.94,5,80.6,"Month-to-Month","Fiber Optic","No","No"
"1841-YSJGV",0.886666666666667,1,45.3,"Month-to-Month","DSL","No","No"
"1842-EZJMK",0.89,2,74.9,"Month-to-Month","Fiber Optic","No","No"
"1843-TLSGD",0.973333333333333,3,76.05,"Month-to-Month","Fiber Optic","No","No"
"1845-CSBRZ",0.926666666666667,2,50.15,"Month-to-Month","DSL","No","No"
"1845-ZLLIG",0.816666666666667,1,29.85,"Month-to-Month","DSL","No","No"
"1846-XWOQN",0.8,1,-4,"Month-to-Month","DSL","No","No"
"1848-LBZHY",0.943333333333333,1,79.6,"Month-to-Month","Fiber Optic","No","No"
"1849-RJYIG",0.89,1,75.8,"Month-to-Month","Fiber Optic","No","No"
"1850-AKQEP",0.726666666666667,2,76.4,"Month-to-Month","Fiber Optic","No","No"
"1852-QSWCD",0.76,42,106.15,"Month-to-Month","Fiber Optic","No","Yes"
"1852-XEMDW",0.666666666666667,12,73.75,"Month-to-Month","Fiber Optic","No","No"
"1853-ARAAQ",0.9,12,84.45,"Month-to-Month","Fiber Optic","No","No"
"1853-UDXBW",0.663333333333333,2,44.6,"Month-to-Month","Cable","No","No"
"1855-AGAWH",0.693333333333333,24,54.75,"Month-to-Month","DSL","Yes","No"
"1855-CFULU",0.813333333333333,1,49.9,"Month-to-Month","DSL","No","Yes"
"1862-QRWPE",0.846666666666667,11,76.5,"Month-to-Month","Fiber Optic","No","No"
"1862-SKORY",0.81,37,78.95,"Month-to-Month","Fiber Optic","No","No"
"1866-DIOQZ",0.696666666666667,66,110.9,"One Year","Fiber Optic","No","Yes"
"1866-NXPSP",0.863333333333333,7,79,"Month-to-Month","Fiber Optic","No","No"
